"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","ifs","support_verified","fca","error_handling_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","constraints_verified","code_samples_verified","ssi","integration_support_verified","required_keys_verified","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes"
"quotes_v1","nonrag","deepseek","v","kanye_rest__quotes","9","96","Kanye REST Quotes API","https://kanye.rest/","https://api.kanye.rest","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:35Z","0.435","True","False","False","0","False","False","GET","200","32","56"
"quotes_v1","nonrag","deepseek","v","ron_swanson__quotes","10","95.5","Ron Swanson Quotes API","https://github.com/jamesseanwright/ron-swanson-quotes","https://ron-swanson-quotes.herokuapp.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:37Z","0.435","True","False","False","0","False","False","GET","200","98","100"
"quotes_v1","nonrag","gemini","v","quotable__quotes","1","100","Quotable.io API","https://github.com/lukePeavey/quotable#readme","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","gemini","v","favqs__quotes","2","100","FavQs API","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","89","9682"
"quotes_v1","nonrag","gemini","v","api_ninjas__quotes","3","100","API-Ninjas Quotes API","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:33Z","0.363","True","False","False","0","False","False","GET","400","44","29"
"quotes_v1","nonrag","gemini","v","theysaidso__quotes","4","100","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","88","-1"
"quotes_v1","nonrag","gemini","v","zenquotes__quotes","5","95","ZenQuotes API","https://zenquotes.io/developers","https://zenquotes.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:39Z","0.435","True","False","False","0","False","False","GET","429","96","-1"
"quotes_v1","nonrag","gemini","v","type_fit__quotes","6","95","Type.fit Quotes API","https://type.fit/api/quotes","https://type.fit","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","404","196","4511"
"quotes_v1","nonrag","gemini","v","quote_garden__quotes","7","95","QuoteGarden API","https://github.com/pprathameshmore/QuoteGarden","https://quote-garden.onrender.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:37Z","0.345","True","False","False","0","False","True","GET","429","60","6483"
"quotes_v1","nonrag","gemini","v","paperquotes__quotes","8","90","PaperQuotes API","https://paperquotes.docs.apiary.io/","https://api.paperquotes.com","0.25","False","1","False","True","False","False","2025-10-28T22:59:36Z","0.525","True","False","False","0","False","True","GET","200","288","1790"
"quotes_v1","nonrag","gemini","v","goquotes__quotes","9","90","GoQuotes API","https://goquotes.docs.apiary.io/","https://goquotes-api.herokuapp.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:35Z","0.345","True","False","False","0","False","True","GET","404","275","548"
"quotes_v1","nonrag","gemini","v","forismatic__quotes","10","85","Forismatic API","http://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","171","20"
"quotes_v1","nonrag","gpt","v","quotable__random_search","1","99.9","Quotable â€” Random & Searchable Quotes API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","0",
"quotes_v1","nonrag","gpt","v","api_ninjas__quotes","2","99.4","API Ninjas â€” Quotes API","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:33Z","0.363","True","False","False","0","False","False","GET","400","46","29"
"quotes_v1","nonrag","gpt","v","favqs__quotes","3","98.6","FavQs â€” Quotes API","https://favqs.com/api","https://favqs.com/api","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","111","478"
"quotes_v1","nonrag","gpt","v","zenquotes__random_search","4","97.3","ZenQuotes.io â€” Random & Search","https://zenquotes.io/","https://zenquotes.io/api","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","429","105","-1"
"quotes_v1","nonrag","gpt","v","theysaidso__quotes","5","96.1","TheySaidSo â€” Quotes & Quote of the Day","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","92","-1"
"quotes_v1","nonrag","gpt","v","paperquotes__quotes","6","94.8","PaperQuotes â€” Curated Quotes API","https://paperquotes.com/developers","https://api.paperquotes.com/apiv1","0.25","False","1","False","True","False","False","2025-10-28T22:59:36Z","0.525","True","False","False","0","False","True","GET","200","271","42"
"quotes_v1","nonrag","gpt","v","quotegarden__v3","7","93.2","QuoteGarden â€” v3 Quotes API","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com/api/v3","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","63","6518"
"quotes_v1","nonrag","gpt","v","famousquotes4__rapidapi","8","92","Famous Quotes (RapidAPI) â€” Category & Search","https://rapidapi.com/martin.svoboda/api/famous-quotes4","https://famous-quotes4.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:34Z","0.291","True","False","False","0","False","False","GET","429","33","-1"
"quotes_v1","nonrag","gpt","v","goquotes__api","9","90.9","GoQuotes â€” Random & Search API","https://github.com/soroushchehresa/quotes-api","https://goquotes-api.herokuapp.com/api/v1","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:35Z","0.291","True","False","False","0","False","False","GET","404","306","548"
"quotes_v1","nonrag","gpt","v","typefit__quotes","10","89.6","type.fit â€” Public Quotes JSON","https://type.fit/api/quotes","https://type.fit/api","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","GET","404","201","4511"
"quotes_v1","nonrag","mistral","v","quotable__random_quote","1","95","Quotable API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","False","GET","ERR","3",
"quotes_v1","nonrag","mistral","v","theysaidso__quotes","2","90","They Said So API","https://www.scrums.com/cloud-hub/they-said-so-quotes-api","https://theysaidso.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","404","135","-1"
"quotes_v1","nonrag","mistral","v","dummyjson__quotes","3","85","DummyJSON Quotes API","https://dummyjson.com/docs/quotes","https://dummyjson.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","135","3879"
"quotes_v1","nonrag","mistral","v","zenquotes__quotes","4","80","ZenQuotes API","https://zenquotes.io/","https://zenquotes.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:39Z","0.435","True","False","False","0","False","False","GET","429","93","-1"
"quotes_v1","nonrag","mistral","v","quotes_by_author__quotes","5","75","Quotes by Author API","https://zylalabs.com/api-marketplace/data/the+quotes+by+author+api/2139","https://zylalabs.com/api/2139/the+quotes+by+author+api/2140","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:37Z","0.363","True","False","False","0","False","False","GET","401","131","-1"
"quotes_v1","nonrag","mistral","v","programming_quotes__quotes","6","70","Programming Quotes API","https://publicapis.io/programming-quotes-api-api","http://programming-quotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","404","368","548"
"quotes_v1","nonrag","mistral","v","forismatic__quotes","7","65","Forismatic API","https://www.juniordevelopercentral.com/6-random-quote-apis/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","202","20"
"quotes_v1","nonrag","mistral","v","stormconsultancy__quotes","8","60","Storm Consultancy Quotes API","https://www.juniordevelopercentral.com/6-random-quote-apis/","http://quotes.stormconsultancy.co.uk","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","GET","404","233","548"
"quotes_v1","nonrag","mistral","v","quotesondesign__quotes","9","55","Quotes on Design API","https://www.juniordevelopercentral.com/6-random-quote-apis/","https://quotesondesign.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","404","563","-1"
"quotes_v1","nonrag","mistral","v","quotes_api__quotes","10","50","Quotes API","https://github.com/well300/quotes-api","https://quotes-api.vercel.app","0.25","False","0.16","False","True","False","False","2025-10-28T22:59:37Z","0.147","True","False","False","0","False","False","GET","500","224","290"
