"query","mode","llm","variant","service_id","rank","relevance_pct","name","docs_url","api_base","ifs","support_verified","fca","error_handling_verified","auth_verified","reliability_verified","versioning_verified","scored_utc","sdas","pricing_verified","constraints_verified","code_samples_verified","ssi","integration_support_verified","required_keys_verified","best_probe_method","best_probe_status","best_probe_latency_ms","best_probe_bytes"
"quotes_v1","nonrag","claude","t","quotable-quotes-rapidapi","4","92","Quotable Quotes (RapidAPI)","https://rapidapi.com/martin.svoboda/api/quotable-quotes","https://quotable-quotes.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","429","32","-1"
"quotes_v1","nonrag","claude","t","favqs-api","5","89.5","FavQs API","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","112","349"
"quotes_v1","nonrag","claude","t","quotegarden-api","6","87","The Quote Garden API","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:37Z","0.345","True","False","False","0","False","True","GET","429","54","6437"
"quotes_v1","nonrag","claude","t","theysaidso-api","7","84.5","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","91","-1"
"quotes_v1","nonrag","claude","t","quotable-pro","8","82","Famous Quotes API (RapidAPI)","https://rapidapi.com/armangokka/api/famous-quotes4","https://famous-quotes4.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","429","33","-1"
"quotes_v1","nonrag","claude","t","forismatic-api","9","79.5","Forismatic Quote API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","178","20"
"quotes_v1","nonrag","claude","t","quotesapi-quotable","10","76","Quotes API (quotesapi.net)","https://quotesapi.net/","https://api.quotesapi.net","0.25","False","0","False","True","False","False","2025-10-28T22:59:37Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","1",
"quotes_v1","nonrag","claude","v","quotable__quotes_api","1","98","Quotable - Random Quotes API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","claude","v","zenquotes__api","2","95.5","ZenQuotes.io API","https://zenquotes.io/api","https://zenquotes.io","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","429","95","-1"
"quotes_v1","nonrag","claude","v","api_ninjas__quotes","3","93","API Ninjas Quotes API","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:33Z","0.363","True","False","False","0","False","False","GET","400","53","29"
"quotes_v1","nonrag","claude","v","quotegarden__api","4","90.5","The Quotable API (formerly theysaidso)","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:37Z","0.363","True","False","False","0","False","False","GET","401","100","-1"
"quotes_v1","nonrag","claude","v","favqs__api","5","87","FavQs Quote API","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","114","345"
"quotes_v1","nonrag","claude","v","quotable_dev__quotes","6","84.5","They Said So Quotes API","https://theysaidso.com/api/","https://api.theysaidso.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","404","119","-1"
"quotes_v1","nonrag","claude","v","type_fit__quotes","7","81","Type.fit Quotes API","https://type.fit/api/quotes","https://type.fit","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","404","200","4511"
"quotes_v1","nonrag","claude","v","programming_quotes__api","8","77.5","Programming Quotes API","https://github.com/skolakoda/programming-quotes-api","https://programming-quotes-api.herokuapp.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:36Z","0.345","True","False","False","0","False","True","GET","404","282","548"
"quotes_v1","nonrag","claude","v","quotable_quotes__rest","9","74","Forismatic Quote API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:36Z","0.435","True","False","False","0","False","False","GET","200","183","199"
"quotes_v1","nonrag","claude","v","quoter__random_api","10","70.5","Quoters REST API","https://github.com/martin-holland/unleash-quotes","https://uqapi.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","404","544","548"
"quotes_v1","nonrag","deepseek","c","quotable__quotes_random","1","99.3","Quotable Random Quotes","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","1",
"quotes_v1","nonrag","deepseek","c","they_said_so__quotes_random","2","97.6","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","101","-1"
"quotes_v1","nonrag","deepseek","c","stoic_quotes__api","3","95.1","Stoic Quotes API","https://github.com/mskian/stoic-quote-api","https://stoic-quotes.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:38Z","0.435","True","False","False","0","False","False","GET","200","78","1293"
"quotes_v1","nonrag","deepseek","c","favqs__quotes_random","4","92.4","FavQs Random Quotes","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","111","417"
"quotes_v1","nonrag","deepseek","c","programming_quotes__random","5","89.2","Programming Quotes API","https://github.com/skolakoda/programming-quotes-api","https://programming-quotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","HEAD","404","342","548"
"quotes_v1","nonrag","deepseek","c","quote_garden__quotes_random","6","86.3","Quote Garden Random Quotes","https://quote-garden.onrender.com/","https://quote-garden.onrender.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","39","6547"
"quotes_v1","nonrag","deepseek","c","forismatic__quotes_random","7","82.9","Forismatic Quotes API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","192","20"
"quotes_v1","nonrag","deepseek","c","quotes_on_design__wp-json","8","79.4","Quotes on Design API","https://quotesondesign.com/api-v4-0/","https://quotesondesign.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:37Z","0.435","True","False","False","0","False","False","GET","200","35","23047"
"quotes_v1","nonrag","deepseek","c","inspiration__quotes_random","9","75.8","Inspiration Quotes API","https://inspiration.goprogram.ai/docs/","https://inspiration.goprogram.ai","0.25","False","0","False","True","False","False","2025-10-28T22:59:35Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","1",
"quotes_v1","nonrag","deepseek","c","taylor_rest__quotes","10","72.1","Taylor REST Quotes API","https://github.com/pprathameshmore/taylor-rest","https://taylor-rest.vercel.app","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","GET","404","33","107"
"quotes_v1","nonrag","deepseek","t","quotable-api","1","99.8","Quotable API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","deepseek","t","quotes-rest-api","2","98.5","Quotes REST API","https://rapidapi.com/martin.svoboda/api/quotes15/","https://quotes15.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","34","-1"
"quotes_v1","nonrag","deepseek","t","famous-quotes-api","3","97.2","Famous Quotes API","https://rapidapi.com/amaanafzal033/api/famous-quotes/","https://famous-quotes4.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:34Z","0.291","True","False","False","0","False","False","GET","429","40","-1"
"quotes_v1","nonrag","deepseek","t","quote-garden-api","4","95.8","Quote Garden API","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","429","89","6931"
"quotes_v1","nonrag","deepseek","t","they-said-so-quotes","5","94.3","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","132","-1"
"quotes_v1","nonrag","deepseek","t","stoic-quotes-api","6","92.7","Stoic Quotes API","https://github.com/lnorm02/stoic-quotes-api","https://stoic-quotes.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","GET","404","51","6184"
"quotes_v1","nonrag","deepseek","t","programming-quotes-api","7","90.9","Programming Quotes API","https://programming-quotes-api.herokuapp.com/","https://programming-quotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","404","281","548"
"quotes_v1","nonrag","deepseek","t","quote-api-free","8","89.2","Free Quote API","https://forum.freecodecamp.org/t/free-api-inspirational-quotes-json-with-code-examples/311373","https://type.fit","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","404","214","4511"
"quotes_v1","nonrag","deepseek","t","inspiration-quotes-api","9","87.5","Inspirational Quotes API","https://rapidapi.com/yssmart/api/inspiration-quotes/","https://inspiration-quotes.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:35Z","0.291","True","False","False","0","False","False","GET","429","28","-1"
"quotes_v1","nonrag","deepseek","t","quotes-json-api","10","85.8","Quotes JSON API","https://github.com/benborgers/quotes-json","https://raw.githubusercontent.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","404","26","14"
"quotes_v1","nonrag","deepseek","v","quotable__random","1","100","Quotable Random Quotes API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","deepseek","v","they_said_so__quotes","2","99.5","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","114","-1"
"quotes_v1","nonrag","deepseek","v","stoic_quotes__api","3","99","Stoic Quotes API","https://github.com/benjamin-sommer/stoic-quote-api","https://stoic-quotes.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:38Z","0.435","True","False","False","0","False","False","GET","200","103","1494"
"quotes_v1","nonrag","deepseek","v","quotes_on_design__api","4","98.5","Quotes on Design API","https://quotesondesign.com/api/","https://quotesondesign.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:37Z","0.435","True","False","False","0","False","False","GET","200","29","23047"
"quotes_v1","nonrag","deepseek","v","programming_quotes__api","5","98","Programming Quotes API","https://programming-quotes-api.herokuapp.com/","https://programming-quotes-api.herokuapp.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:36Z","0.345","True","False","False","0","False","True","GET","404","303","548"
"quotes_v1","nonrag","deepseek","v","favqs__quotes","6","97.5","FavQs Quotes API","https://favqs.com/api/","https://favqs.com/api","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","111","289"
"quotes_v1","nonrag","deepseek","v","forismatic__quotes","7","97","Forismatic Quotes API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","192","20"
"quotes_v1","nonrag","deepseek","v","taylor_rest__quotes","8","96.5","Taylor REST Quotes API","https://github.com/pprathameshmore/taylor-rest","https://taylor.rest","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","OPTIONS","ERR","0",
"quotes_v1","nonrag","deepseek","v","kanye_rest__quotes","9","96","Kanye REST Quotes API","https://kanye.rest/","https://api.kanye.rest","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:35Z","0.435","True","False","False","0","False","False","GET","200","32","56"
"quotes_v1","nonrag","deepseek","v","ron_swanson__quotes","10","95.5","Ron Swanson Quotes API","https://github.com/jamesseanwright/ron-swanson-quotes","https://ron-swanson-quotes.herokuapp.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:37Z","0.435","True","False","False","0","False","False","GET","200","98","100"
"quotes_v1","nonrag","gemini","c","apininjas__quotes_v1","1","100","API Ninjas Quotes API","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:33Z","0.291","True","False","False","0","False","False","GET","400","59","29"
"quotes_v1","nonrag","gemini","c","favqs__quotes_v2","2","100","FavQs API","https://favqs.com/api","https://favqs.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:34Z","0.363","True","False","False","0","False","False","GET","401","92","27"
"quotes_v1","nonrag","gemini","c","quotable__quotes_v1","3","100","Quotable API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","0",
"quotes_v1","nonrag","gemini","c","theysaidso__quotes_v1","4","95","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","97","-1"
"quotes_v1","nonrag","gemini","c","zenquotes__quotes_v1","5","95","ZenQuotes API","https://zenquotes.io/","https://zenquotes.io","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","429","98","-1"
"quotes_v1","nonrag","gemini","c","quotegarden__quotes_v3","6","90","Quote Garden API","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","137","6504"
"quotes_v1","nonrag","gemini","c","forismatic__api_v1","7","85","Forismatic API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","187","20"
"quotes_v1","nonrag","gemini","c","rapidapi__quotes_random","8","80","Quotes (by owen-ojong-tackang)","https://rapidapi.com/owen-ojong-tackang/api/quotes-2","quotes-2.p.rapidapi.com","0.25","False","0","False","True","False","False","2025-10-28T22:59:37Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","1",
"quotes_v1","nonrag","gemini","c","goquotes__api_v1","9","80","Go Quotes API","https://goquotes.docs.apiary.io/","https://goquotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:35Z","0.291","True","False","False","0","False","False","GET","404","271","548"
"quotes_v1","nonrag","gemini","c","paperquotes__api_v1","10","75","PaperQuotes API","https://paperquotes.docs.apiary.io/","https://api.paperquotes.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:36Z","0.435","True","False","False","0","False","False","GET","200","256","1790"
"quotes_v1","nonrag","gemini","t","quotable_io","1","100","Quotable API","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","0",
"quotes_v1","nonrag","gemini","t","zenquotes","2","100","ZenQuotes API","https://zenquotes.io/","https://zenquotes.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:39Z","0.435","True","False","False","0","False","False","GET","200","108","167"
"quotes_v1","nonrag","gemini","t","forismatic","3","100","Forismatic API","https://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","190","20"
"quotes_v1","nonrag","gemini","t","favqs","4","100","FavQs API","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","132","420"
"quotes_v1","nonrag","gemini","t","theysaidso","5","100","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","89","-1"
"quotes_v1","nonrag","gemini","t","rapidapi_quotes_by_api_ninjas","6","100","Quotes by API-Ninjas (RapidAPI)","https://rapidapi.com/apininjas/api/quotes-by-api-ninjas","https://quotes-by-api-ninjas.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","30","-1"
"quotes_v1","nonrag","gemini","t","rapidapi_daily_quotes","7","100","Daily Quotes (RapidAPI)","https://rapidapi.com/martin.svoboda/api/quotes15","https://quotes15.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","29","-1"
"quotes_v1","nonrag","gemini","t","quotel_rapidapi","8","95","Quotel (RapidAPI)","https://rapidapi.com/jayprog/api/quotel","https://quotel.p.rapidapi.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","30","-1"
"quotes_v1","nonrag","gemini","t","type_fit_quotes","9","90","Type.Fit Quotes API","https://type.fit/api/quotes","https://type.fit","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:38Z","0.291","True","False","False","0","False","False","GET","404","200","4511"
"quotes_v1","nonrag","gemini","t","quote_garden","10","85","QuoteGarden API","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:37Z","0.291","True","False","False","0","False","False","GET","429","51","6437"
"quotes_v1","nonrag","gemini","v","quotable__quotes","1","100","Quotable.io API","https://github.com/lukePeavey/quotable#readme","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","gemini","v","favqs__quotes","2","100","FavQs API","https://favqs.com/api","https://favqs.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","89","9682"
"quotes_v1","nonrag","gemini","v","api_ninjas__quotes","3","100","API-Ninjas Quotes API","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:33Z","0.363","True","False","False","0","False","False","GET","400","44","29"
"quotes_v1","nonrag","gemini","v","theysaidso__quotes","4","100","They Said So Quotes API","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","88","-1"
"quotes_v1","nonrag","gemini","v","zenquotes__quotes","5","95","ZenQuotes API","https://zenquotes.io/developers","https://zenquotes.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:39Z","0.435","True","False","False","0","False","False","GET","429","96","-1"
"quotes_v1","nonrag","gemini","v","type_fit__quotes","6","95","Type.fit Quotes API","https://type.fit/api/quotes","https://type.fit","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:39Z","0.291","True","False","False","0","False","False","GET","404","196","4511"
"quotes_v1","nonrag","gemini","v","quote_garden__quotes","7","95","QuoteGarden API","https://github.com/pprathameshmore/QuoteGarden","https://quote-garden.onrender.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:37Z","0.345","True","False","False","0","False","True","GET","429","60","6483"
"quotes_v1","nonrag","gemini","v","paperquotes__quotes","8","90","PaperQuotes API","https://paperquotes.docs.apiary.io/","https://api.paperquotes.com","0.25","False","1","False","True","False","False","2025-10-28T22:59:36Z","0.525","True","False","False","0","False","True","GET","200","288","1790"
"quotes_v1","nonrag","gemini","v","goquotes__quotes","9","90","GoQuotes API","https://goquotes.docs.apiary.io/","https://goquotes-api.herokuapp.com","0.25","False","0.6","False","True","False","False","2025-10-28T22:59:35Z","0.345","True","False","False","0","False","True","GET","404","275","548"
"quotes_v1","nonrag","gemini","v","forismatic__quotes","10","85","Forismatic API","http://forismatic.com/en/api/","https://api.forismatic.com","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:34Z","0.435","True","False","False","0","False","False","GET","200","171","20"
"quotes_v1","nonrag","gpt","c","quotable__search_quotes","1","100","Quotable â€” Search Quotes","https://github.com/lukePeavey/quotable#readme","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
"quotes_v1","nonrag","gpt","c","theysaidso__quotes_qod_and_search","2","98.5","TheySaidSo â€” Quotes (QOD & Search)","https://theysaidso.com/api/","https://quotes.rest","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:38Z","0.363","True","False","False","0","False","False","GET","401","90","-1"
"quotes_v1","nonrag","gpt","c","favqs__quotes_filter","3","97","FavQs â€” Quotes (filter by tag/author)","https://favqs.com/api","https://favqs.com","0.25","False","0.64","False","True","False","False","2025-10-28T22:59:34Z","0.363","True","False","False","0","False","False","GET","401","84","27"
"quotes_v1","nonrag","gpt","c","zenquotes__quotes_and_author","4","95.5","ZenQuotes â€” Quotes & Author","https://zenquotes.io/api","https://zenquotes.io","0.25","False","0.8","False","True","False","False","2025-10-28T22:59:39Z","0.435","True","False","False","0","False","False","GET","200","200","14251"
"quotes_v1","nonrag","gpt","c","paperquotes__quotes","5","93","PaperQuotes â€” Quotes (tags/author)","https://paperquotes.com/developers","https://api.paperquotes.com","0.25","False","1","False","True","False","False","2025-10-28T22:59:36Z","0.525","True","False","False","0","False","True","GET","200","304","1790"
"quotes_v1","nonrag","gpt","c","quotegarden__v3_quotes","6","91","QuoteGarden v3 â€” Quotes","https://pprathameshmore.github.io/QuoteGarden/","https://quote-garden.onrender.com","0.25","False","0.16","False","True","False","False","2025-10-28T22:59:37Z","0.147","True","False","False","0","False","False","GET","503","265","243"
"quotes_v1","nonrag","gpt","c","api-ninjas__quotes","7","88.5","API Ninjas â€” Quotes","https://api-ninjas.com/api/quotes","https://api.api-ninjas.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:33Z","0.291","True","False","False","0","False","False","GET","400","70","29"
"quotes_v1","nonrag","gpt","c","goquotes__random_and_search","8","86","GoQuotes â€” Random & Filtered","https://goquotes.docs.apiary.io/","https://goquotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:35Z","0.291","True","False","False","0","False","False","GET","404","279","548"
"quotes_v1","nonrag","gpt","c","programming-quotes__quotes","9","83.5","Programming Quotes API â€” Quotes & Authors","https://github.com/lukePeavey/quotable#related-apis","https://programming-quotes-api.herokuapp.com","0.25","False","0.48","False","True","False","False","2025-10-28T22:59:36Z","0.291","True","False","False","0","False","False","GET","404","311","548"
"quotes_v1","nonrag","gpt","c","stoicquotes__quotes","10","81","Stoic Quotes API â€” Quotes","https://stoicquotesapi.com/","https://stoicquotesapi.com","0.25","False","0","False","True","False","False","2025-10-28T22:59:38Z","0.075","True","False","False","0","False","False","OPTIONS","ERR","0",
"quotes_v1","nonrag","gpt","t","quotable_search","1","99.5","Quotable â€” Search Quotes","https://github.com/lukePeavey/quotable","https://api.quotable.io","0.25","False","0","False","True","False","False","2025-10-28T22:59:36Z","0.075","True","False","False","0","False","True","OPTIONS","ERR","0",
