A_llm,A_var,B_llm,B_var,k,p,RBO,Spearman,KendallTau,AvgOverlap_k,Jaccard_k
claude,t,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,t,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,deepseek,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,deepseek,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,deepseek,v,10,0.9,0.01463588514,-0.7941176470588236,-0.6296296296296297,0.03361111111111111,0.05263157894736842
claude,v,gemini,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,gemini,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,gemini,v,10,0.9,0.11264429885142857,-0.5740112994350282,-0.45599999999999996,0.19079365079365077,0.1111111111111111
claude,v,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,gpt,v,10,0.9,0.09041639942571428,-0.6254901960784315,-0.5111111111111111,0.1428968253968254,0.05263157894736842
claude,v,mistral,c,10,0.9,0.06341639942571428,-0.6725490196078432,-0.5407407407407407,0.10956349206349207,0.05263157894736842
claude,v,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
claude,v,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,deepseek,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,deepseek,v,10,0.9,0.09429060431571427,-0.6519774011299433,-0.5359999999999999,0.1528968253968254,0.1111111111111111
deepseek,c,gemini,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,gemini,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,gemini,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,gpt,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,c,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,deepseek,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gemini,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gemini,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gemini,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,gpt,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,t,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,gemini,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,gemini,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,gemini,v,10,0.9,0.03594360431571428,-0.7005649717514123,-0.5519999999999999,0.07456349206349207,0.1111111111111111
deepseek,v,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,gpt,v,10,0.9,0.032069399425714275,-0.7196078431372551,-0.5703703703703704,0.06456349206349207,0.05263157894736842
deepseek,v,mistral,c,10,0.9,0.01463588514,-0.8078431372549021,-0.6444444444444445,0.03361111111111111,0.05263157894736842
deepseek,v,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
deepseek,v,mistral,v,10,0.9,0.022227899425714286,-0.8058823529411766,-0.6444444444444445,0.047896825396825396,0.05263157894736842
gemini,c,gemini,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,gemini,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,gpt,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,c,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,t,gemini,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,t,gpt,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,t,gpt,t,10,0.9,0.026102104315714286,-0.7084745762711864,-0.5519999999999999,0.05789682539682539,0.1111111111111111
gemini,t,gpt,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,t,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,t,mistral,t,10,0.9,0.2126771982771428,-0.24736842105263163,-0.2086956521739131,0.3420238095238095,0.17647058823529413
gemini,t,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,v,gpt,c,10,0.9,0.01463588514,-0.7941176470588236,-0.6296296296296297,0.03361111111111111,0.05263157894736842
gemini,v,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,v,gpt,v,10,0.9,0.24066008341714284,-0.11317829457364338,-0.09523809523809525,0.403968253968254,0.25
gemini,v,mistral,c,10,0.9,0.3220764828428571,0.33333333333333337,0.17894736842105266,0.5301984126984126,0.3333333333333333
gemini,v,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gemini,v,mistral,v,10,0.9,0.11248200374142858,-0.4921052631578948,-0.3826086956521739,0.2041269841269841,0.17647058823529413
gpt,c,gpt,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,c,gpt,v,10,0.9,0.032069399425714275,-0.7549019607843139,-0.6000000000000001,0.06456349206349207,0.05263157894736842
gpt,c,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,c,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,c,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,t,gpt,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,t,mistral,c,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,t,mistral,t,10,0.9,0.022227899425714286,-0.7274509803921569,-0.5703703703703704,0.047896825396825396,0.05263157894736842
gpt,t,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,v,mistral,c,10,0.9,0.12324368399142857,-0.3210526315789474,-0.26086956521739135,0.22773809523809524,0.17647058823529413
gpt,v,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
gpt,v,mistral,v,10,0.9,0.045191399425714276,-0.6764705882352942,-0.5407407407407407,0.08456349206349206,0.05263157894736842
mistral,c,mistral,t,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
mistral,c,mistral,v,10,0.9,0.22493490316714282,-0.19224806201550385,-0.1523809523809524,0.3603571428571429,0.25
mistral,t,mistral,v,10,0.9,0.0,-0.8583690987124465,-0.689655172413793,0.0,0.0
